"Name","Page Type","Content","Spoiler","Bots","Part Category","Parts","Groups","Supergroups","Subpages"
"Access","Location","Access is the last [[0b10]]-controlled main floor that only appears on -1. Access is the most challenging main map with increased patrol density, number of bots per patrol, map size, and level and difficulty in hackable machines compared to [[Research]]. These maps have a 150x300 tile size, either being a tall vertical level or a wide horizontal level. Access maps tend to be fairly well connected across corridors and rooms, and have fewer large rooms and larger hallways more similar to [[Factory]] than the cramped maze-like layout of Research. There are only 2 exits in Access, and locating and taking the desired exit can be especially challenging.
In contrast with the small number of exits, Access has the highest number of [[Garrison Access|Garrisons]] with 6 machines spread throughout the level. Shutting or destroying Garrisons is always a good idea, but there is a special interaction in Access: [[Spoiler]]If all 6 Garrisons are shut down or disabled, [[Maximum Security]] will be triggered, sending huge waves of hostiles at Cogmind. Either be prepared to fight your way out, or have an escape route planned for a fast airborne build to avoid engaging in combat.[[/Spoiler]]
The biggest bot upgrade in Access is the [[Behemoth]] change. All Behemoths will become [[B-99 Colossus|Colossi]], extremely dangerous and hard to kill threats. They have some incredibly good loot, but trying to kill them with conventional methods is difficult due to their high damage output, high integrity, and [[Adv. Force Field]] reducing damage they take. Avoiding them or running if spotted is usually the best plan.
[[Heading:2]]Special Machines[[/Heading]]
There is one special machine in Access. The Energy Cycler is a large explosive machine that appears in rooms with a 2 tile wide doorway. When it is destroyed, several [[C-45 Heavy ARC|Heavy ARCs]] will spawn from Garrisons and start roaming around the map. Additionally, all of the sealed heavy doors on the map will retract, allowing access to exits.

[[Heading]]Lore[[/Heading]]
[[Lore]]0b10 Records|Access Level[[/Lore]]

[[Heading]]Notable Locations[[/Heading]]
[[Gallery]]Access Energy Cycler.png|Energy Cycler machine|Access Surface Exit.png|Exit to [[Surface]]|Access Command Entrance.png|Exit to [[Command]] guarded by [[H-88 Terminator|Terminators]] and [[B-99 Colossus|Colossi]][[/Gallery]]
[[Heading:2]]Exits[[/Heading]]
There are 2 types of exits on Access floors. Both exits can be identified by long 2 tile wide corridors leading to the [[Terminal]]-locked side of the exits. They are both identifiable by look alone:
[[List]][[Surface]] exit: There are 2 sides to this Surface exit. One side is locked behind an 80 armor Sealed Barrier locked by a [[Terminal]] with a base 7% open chance. The other side has Sealed Heavy Doors that are much easier to break through, but is guarded by 2 Colossi. Blowing up the Energy Cyclers will open only the side with the Sealed Barrier. Trying to rush head-on past the Behemoths is usually not recommended due to their extreme damage output and heavy knockback.|[[Redacted]][[Command]] exit: There are 2 sides to this Command exit. One side has a 2 tile snaking corridor that has 3 consecutive Sealed Barriers. Each has a base 30% open chance. The other side has a single row of Sealed Heavy Doors, a guard area with 2 Terminators and 2 Colossi, and 3 more Sealed Heavy Doors blocking the exit. Blowing up the Energy Cycler will only open the side with the 3 Sealed Barriers.[[/Redacted]][[/List]]
There are some effective ways at getting through the unguarded parts of each exit:
[[List]]Blowing up the Energy Cyclers|A reasonable stack of offensive and defensive [[Hackware]]|Powerful thermal cannons like [[Cld. Nova Cannon]], [[Null Cannon]], [[Core Cannon]], [[Potential Cannon]], or [[Imp. Potential Cannon]]. The Sealed Barriers have 80 armor and high damage resistances to all common types except for Thermal damage.|The Terminal hacking utilities [[Skeleton Box]] or [[01-MTF's Autohacker]]|The digging [[Alien Artifacts]] [[Matter Drive]] or [[Terrabomb]] or the digging weapon [[LU-1G1's Laser Shovel]]|The Alien Artifact [[Spacefold Activator]]|Using an EM [[Launchers|Launcher]] on a high rating [[Reactors|Reactor]] dropped on the floor next to the Sealed Barrier to explode it[[/List]]
Last updated: Beta 15","","","","","","",""
"Access Guard","Bot","","","","","","","",""
"Access_0","Location","Access_0 is a non-[[0b10]] [[Branch]] off of [[Command]] that only appears on -1. It is the home to the [[Architect]], the [[A Bots]], and several types of Enhanced bots. Access_0 is a very heavily combat-oriented map that has 2 unique wintypes available and has the Architect present, a special boss bot that will award a + on the scoresheet when defeated. It features a multitude of unique bots, a unique bossfight mechanic, and many of the strongest hostiles in the game to fight.
The overall structure of Access_0 can be split into 2 groups with a small bridge connecting section guarded by [[A2]].

[[Heading]]Layout[[/Heading]]
The bulk of the map is on the right side, with the bridge dividing a small section of the left side of the map. Overall, the layout is comparable to a more maze-like [[Caves]]. There are many dead ends and nearly-connected areas that can be safely dug out when noticed with terrain scanning. Cogmind spawns on the right side of the map along with the Architect, [[A8]], and 2 [[Enhanced Grunt|Enhanced Grunts]]. The right side of the map can contain [[Alien Artifacts|Alien Artifact]]-containing Workstation machines, large item caches on the ground or in Reinforced Shells, random bits of machinery, and Subspace Access Nodes. Typically, there are 4 Access Nodes on the right side of the map, although very rarely one can appear on the left. Otherwise, the left side can contain all the same things that the right side has and a few more. The left side will always contain a Singularity Gate machine along with a Gate Controls Terminal that can control it. At the bottom left of the map, there is an Architect Logs Terminal wrapped in a 120 armor Architect Shell.
[[Heading:2]]Special Machines[[/Heading]]
[[Heading:3]]Subspace Access Node[[/Heading]]
There are 4 of these Access Nodes, also known as ""pads"" on the map. They serve as nodes for the Architect to appear at after teleporting out. Destroying all 4 is required to fight the Architect normally.
[[Heading:3]]Singularity Gate[[/Heading]]
A large and fragile machine on the left side of the map. If this machine is intact when the Architect is destroyed, a countdown of 10 turns will begin. If Cogmind is still on the map and the gate is not destroyed in that timeframe, Cogmind will be instantly destroyed. It is possible to activate the machine by performing the Gate Test 138-A and Gate Test 138-B hacks. This will an approximately 5 tile radius singularity that draws bots and parts in and destroys them instantly if the center is reached. This singularity will stop if the gate is destroyed. The Architect will intentionally target the gate to break it while in this state. The Gate Test 138-END will shut down the singularity. One additional hack, 138-C, requires the [[A2 Data Core]] which can be achieved by destroying A2. Performing this hack will immediately end the run and result in a [[Wintypes|W5 Wintype]]. If the singularity gate is still intact when the Architect is destroyed, the gate will be activated and can not be shut down by normal means. Cogmind must exit the map within 10 turns or destroy the singularity gate or else Cogmind will be instantly destroyed. If Cogmind exits the map while the countdown is going off, this will result a W6 wintype.
[[Heading:3]]Architect Logs[[/Heading]]
The Architect shell has 120 armor and is extremely difficult to break through by force. However, defeating the Architect will drop the [[Architect Data Core]] which will result in the shell retracting and revealing the inner Terminal that contains a large number of unique lore entries.
[[Heading:3]]Dimensional Slip Node[[/Heading]]
There is a Dimensional Slip node installed near the top of the map. Using a [[Transdimensional Reconstructor|regular]] or [[Hpw. Transdimensional Reconstructor]] will always go to this location. An exit is a few tiles away from this spot. If the Architect is still alive when Cogmind appears here, the log message [[GameText]]I have more important things to do than play hide-and-seek. Deal with this piece of junk if it returns.[[/GameText]] will appear, and the Architect will disappear off of the map and will not return.

[[Heading]]Notable Locations[[/Heading]]
[[Gallery]]Access_0 Sigix Corpse.png|Analysis Chamber machine with [[Sigix Corpse]]|Access_0 Alien Artifact.png|Workstation machine containing Alien Artifact|Access_0 Subspace Access Node.png|Subspace Access Node machine|Access_0 Singularity Gate.png|The Singularity Gate machine|Access_0 Active Singularity Gate.gif|Active Singularity Gate destroying parts|Access_0 Architect Logs.png|Architect Logs Terminal with shell|Access_0 Cache 1.png|Sealed Reinforced Shell (40 armor) cache|Access_0 Cache 2.png|Open Reinforced Shell cache|Access_0 Cache 3.png|Another sealed cache variant|Access_0 Cache 4.png|Another opened cache variant|Access_0 Cache 5.png|A cache variant with all items on the ground|Access_0 Entrance.png|Entrance assault with the Architect, A8, and 2 Enhanced Grunts|Access_0 Bridge.png|The ""bridge"" guarded by A2|Access_0 Enhanced Sentry.png|Guard post with [[Enhanced Sentry]]|Access_0 Enhanced Grunts.png|Guard post with Enhanced Grunts[[/Gallery]]
[[Heading:2]]Caches[[/Heading]]There are several types of caches in Access_0, although they all draw from the same pool of potential items. This pool contains all rating 6-9 [[Prototype Part|Prototype]] parts accessible normally in 0b10 in stockpiles. It does not include any unique parts such as items found in [[Testing]] shells. These Prototype parts will never be faulty.
[[Heading:2]]Alien Artifacts[[/Heading]]
There are typically multiple Alien Artifacts held in 40 armor Workstation machines. If there are any, one will be guaranteed to be a Hpw. Transdimensional Reconstructor. The full list of available Alien Artifacts are:
[[List]][[Core Expander]]|[[Core Regenerator]]|[[Hpw. Transdimensional Reconstructor]]|[[Integrated Dissipator]]|[[Integrated Mediator]]|[[Integrated Reactor]]|[[Integrity Redistributor]]|[[Sigix Broadsword]][[/List]]
[[Heading:2]]Exits[[/Heading]]There is a single exit in Access_0. A [[Surface]] exit is buried behind several dozen tiles of earth near the top of the map. It can be accessed via the Dimensional Slip Node by using a regular or Hpw. Transdimensional Reconstructor or by digging deep into the earth.

[[Heading]]Special bots[[/Heading]]
[[Heading:2]]The [[Architect]][[/Heading]]
The Architect is the true final boss of Cogmind. It has a multitude of strong offensive and defensive parts, resistances to most common damage types, 400 core, innate core and part regeneration, perfect always-active tracking on Cogmind's position, and a whopping 28 speed to top it all off. There is also a unique mechanic where the Architect will teleport to a nearby Subspace Access Node under various conditions. This includes: falling to 80% of core integrity (320/400), losing 2/3 Modified Sigix Shearguns, or becoming overweight. It will always have [[Perfect Tracking]] on Cogmind and never give up pursuit. It also has ""Behemoth AI"", where it will try to shoot Cogmind through several layers of tiles. This can be exploited by moving behind walls where repeated shots will take out wall tiles instead of hitting Cogmind.
The Architect can not be destroyed by most methods unless all 4 of the subspace access nodes are destroyed first. The one exception to this rule is that dealing 400 core damage in a single turn can destroy the Architect. While technically possible with a large enough weapon volley, this method of killing is primarily reserved to a few unique weapons, like the [[BFG-9k Vortex Edition]], the [[L-Cannon]], a [[Sigix Exoskeleton]]-boosted [[Core Cannon]], or 2 Core Cannons.
[[Heading:3]]Special Weapon Interactions[[/Heading]]
There are a few weapons that have special interactions with the Architect.
[[Heading:4]][[Sigix Terminator]]/[[Supercharged Sigix Terminator]][[/Heading]]
Using either of these weapons will cause the Architect to wrap to the nearest subspace node, resulting in the log message [[GameText]]I'm all too familiar with what that does.[[/GameText]] This effect will only occur if one or more subspace nodes are intact. Due to the way the Architect teleports, it is possible to hit it with the explosion, but only if the pad that the Architect teleports to is within range. This can be used to take out the last pad and land a hit on the Architect at the same time.
[[Heading:4]][[L-Cannon]][[/Heading]]
Similar to the terminators, it is not possible to hit the Architect with the L-Cannon unless the subspace nodes are all destroyed. The log message [[GameText]]I'm aware you stole the capacitor, you know...[[/GameText]] will accompany the Architect teleporting to the nearest subspace node. Even if the nodes are taken down, destroying the singularity gate is required before using the L-Cannon for the killing blow. Otherwise Cogmind will be crushed in the 10 turn countdown since the weapon itself takes 10 turns of delay after firing.
[[Heading:3]]Self-destruct codes[[/Heading]]
If any Enhanced bots or A bots are assimilated by disruption and rewiring or via the [[Field Lobotomy Kit]] and the Architect spots them, a log message [[GameText]]Architect flashes a signal at [Bot Name].[[/GameText]] will appear, and the bot will self-destruct. Bots that self-destruct will drop loot normally according to their salvage. This usually results in some pretty large loot pile explosions, especially for some of the lower numbered A bots. Although these bots cannot be used as allies, assimilation is a good way to let the Architect get rid of them rather than fighting them yourself.
[[Heading:3]]Defeat[[/Heading]]
The Architect is a sore loser. If destroyed, the Singularity Gate will be activated (if intact) and trigger a 10 turn countdown. Cogmind must either use a Transdimensional Reconstructor and escape out the exit at the top of the map near the Slip Node or destroy the Gate machine within these 10 turns to avoid instant death.
[[Heading:2]][[A Bots]][[/Heading]]
The A bots are a series of very powerful and unique enemies, most of which only appearing in Access_0 or are allies on other maps. A8 appears at the entrance to the map and A2 guards the ""bridge"" to the left side of the map. [[A7]] does not appear on this map at all. Other than that, [[A6]], [[A5]], [[A4]], and [[A3]] all appear after Cogmind has explored a certain percentage of the map. They appear at roughly 10-15%, 25-30%, 45-50%, and 70-75% map exploration respectively. This is only affected by tiles seen by Cogmind and not other forms of intel such as drones or terrain scanning. If A8 was destroyed in [[Zion]], or A5 was in [[Lab]], they will not appear in Access_0. All A bots also maintain perfect tracking on Cogmind and can not be shaken.
[[Heading:2]][[Enhanced Programmer|Enhanced Programmers]][[/Heading]]
Enhanced Programmers are a unique type of bot that can show up in Access_0, but only under certain conditions. Using the [[Data Miner|Data Miner's]] [[Data Conduit]] or bringing more than 2 combat allies (bots with weapons) into the map will trigger these bots to spawn. They are extremely tough bots with many resistances and carry an [[Adv. Remote Force Field]] that will shield other allies. They will roam around the map as lone patrol bots.

[[Heading]]Unlockable Architect Logs[[/Heading]]
Similar to the Lab orders, there are some unique lore entries in the Architect Logs that can only be obtained by performing specific actions before that point. To read these logs, Cogmind must either defeat the Architect or have a strong enough weapon to break through the 120 armor shell that also doesn't break the frail Terminal inside it.
[[List]]Log L.L98W4A5V: Use the Data Miner's Data Conduit.
|Log L.MJH3MJHF: Save [[Revision 17]] in [[Cetus]] by defeating all of the [[Cetus Guard|Cetus Guards]]. Revision 17 must die before Cogmind exits the map.
|Log L.NV345OIG: Save Revision 17 in Cetus while keeping the manufacturing module intact and exiting while Revision 17 is still alive, triggering the -3 Revision 17 invasion event. Revision 17 must also survive until Cogmind exits the map on -3.
|Log L.PLVSNE0F: Trigger the Revision 17 invasion event, but Revision 17 must die in -3.
|Log L.SWO95LD1: Expose [[Zhirov]] by destroying the Cloak Generator machine at [[Zhirov (Location)]], and kill Zhirov himself before he teleports away.
|Log L.T4KTHQWA: Expose Zhirov by destroying the Cloak Generator machine, but he must survive the attack and teleport away.
|Log L.UHGC2ASH: Fail to ally with [[Warlord]] in [[Warlord (Location)]] by either being [[Imprint|Imprinted]] or by not visiting Warlord in the map. Warlord must not have died at his base.
|Log L.VFLK3RLK: Ally with Warlord at his base and Warlord must survive the -2 assault.
|Log L.WEK5AVLJ: Ally with Warlord at his base and Warlord must die at the -2 assault.[[/List]]

[[Heading]]Defeating the Architect Strategy[[/Heading]]
See [[Strategy/Bosses/Defeating Architect]].","Redacted","","","","","",""
"Achievements","Other","[[Comment]]                       ---NOTE FOR EDITORS---
Once Beta 16 releases, if you decide to update any of the Achievements pages, please consider whether it would be better to separate the new achievements from the old ones or not.
I think that, ideally, whatever you choose to do, that decision should be applied to all Achievements pages, for the sake of consistency.[[/Comment]]

There are currently 256 achievements in Cogmind, which can be viewed in-game through the Achievements records submenu. They are divided into several categories organized by color, with the appearance of their borders sometimes providing additional information. 81 of the 256 Achievements have hidden descriptions that are only revealed after completing them.

Visually, Achievements are tile-based 5x5 squares. While an Achievement is locked, the inner 3x3 square is made out of question marks. Unlocking an Achievement changes the inner 3x3 square to visually represent the Achievement's requirements/results. The tiles on the border of the 5x5 square almost never change when the Achievement is unlocked. [[Comment]]Those achievements are ""Stardust"" and ""Planet Killer"". this is because Wins Achievements' inner art isn't a square but more of a cog, so some of the outer border tiles are part of said art, even if it's just a matching background. This dark green background is the same for all Wins Achievements, except those two. The locked versions, however, still have that dark green background.[[/Comment]]

[[Table]]
Type|Color|Total|Hidden|Sub-types||
[[Mechanics Achievements]]|Orange|72|15|No specific sub-type||
[[Style Achievements]]|Blue|46|12|-Reaching a high statistic in a specific category
-Using specific rare/unique items and/or their mechanics||
[[Progress Achievements]]|Yellow|33|2|-Earning enough points
-Visiting/exiting specific areas
-Visiting multiple areas, possibly of a specific type
-Reaching a high peak rating
-Reaching/earning 25/50/75/100% of lore collection/gallery collection/achievements||
[[Challenges Achievements]]|Red|27|2|No specific sub-type||
[[Events Achievements]]|Purple|41|40|-Triggering/witnessing a specific event
-Reaching a specific important branch/meeting a specific important character
-Destroying a specific hostile character||
[[Wins Achievements]]|Green|37|10|-Winning the game with a specific ending
-Winning the game with any ending under certain conditions
-Winning the game with any ending while a challenge mode is active
(Challenge mode achievements will eventually be removed from the game)
[[/Table]]

Almost all achievements can and have to be completed within a single run, with the exception of ""Back For More"", ""True Cogmind"", and all achievements that require reaching/earning 25/50/75/100% of lore collection/gallery collection/achievements.
In addition, some achievements are exclusive to other achievements (for example, all ""Specialist"" are mutually exclusive to one another), and some are seed-dependent and as a result may not be completable on some seeds (For example, ""Exterminator"" is not completable on all seeds).


This article was last updated during Beta 14.","","","","","","","Challenges Achievements,Events Achievements,Mechanics Achievements,Progress Achievements,Style Achievements,Wins Achievements"
"Acronyms","Other","The following is a list of common acronyms in the Cogmind community:
[[List]]A: [[Access]]|A0: [[Access_0]]|A7: [[Alpha 7]], also applies to the bot [[A7]]|AA: [[Alien Artifacts|Alien Artifact]]|ACA: [[Active Cooling Armor]]|AIA: [[Armor Integrity Analyzer]]|ASS: [[Active Sensor Suite]]|BC: [[Blast Cannon]]|CAS: [[Component Analysis Suite]]|C: [[Command]]|CC: [[Core Cannon]]|CE: [[Core Expander]]|CM: [[Core Membrane]]|CML: [[Chain Missile Launcher]]|CPC: [[Core Physics Calibrator]]|CR: [[Core Regenerator]]|CRM: [[Core Reset Matrix]]|CS: [[Core Stripper]]|DAS: [[Deploy-a-Sentry]]|DC: [[Data Conduit]]|DoCo: [[Redacted]]Doom Corridor, the location in [[Command]][[/Redacted]]|DM: [[Data Miner]]|DLC: [[Drained L-Cannon]]|DNS: [[Deep Network Scanner]]|DNI: [[Dimensional Node Initializer]]|DSS: [[Deep Structural Scanner]]|ECA: [[Encrypted Comm Array]]|EEK7: [[Redacted]]A name for the exit on the right side of Command. When the exit is viewed in ASCII mode, it represents the 2 [[Executioner|Executioners]], a [[Striker]], and an Alpha 7[[/Redacted]]|FF: [[Force Field]]|FF7: [[Flying Fortress v7]]|FFF: [[Redacted]][[Fortress]], named for the ASCII representation[[/Redacted]]|FLK: [[Field Lobotomy Kit]]|FRG: [[Protoforge]]|FRU: [[Field Recycling Unit]]|GBA: [[Gamma Bomb Array]]|GRD: [[Gui. Remote Datajack]]|GU: [[GOLEM Unit]]|IM: [[Integrated Mediator]]|ITA: [[Impulse Thruster Array]]|ITN: [[Integrated Thermoelectric Network]]|IR: [[Integrated Reactor]] or [[Integrity Redistributor]], typically the latter|L: [[Lab]]|LA: [[Linked Autogun]]|LC: [[L-Cannon]]|LES: [[Latent Energy Streamer]]|LL: [[Launcher Loader]]|LS+1: [[Longsword +1]]|MAU: [[Mobile Assembly Unit]]|MC: [[MAIN.C]]|MD: [[Matter Drive]]|MWD: [[Microwarp Drive]]|NEM: [[Navigation Efficiency Matrix]]|OC: [[Omega Cannon]]|PC: [[Potential Cannon]]|PP: [[Protovariant P]]|PR: [[Phase Redirector]]|PSL: [[Point Singularity Launcher]]|Q: [[Quarantine]]|QC/Qcap: [[Quantum Capacitor]]|R: [[Research]]|R17: [[Revision 17]]|RCS: [[Reaction Control System]]|RIF: [[Relay Interface Framework]]|S7: [[Section 7]]|SB: [[Sigix Broadsword]]|SC: [[Sigix Shearcannon]]|SQC: [[Superquantum Companion]]|SST: [[Supercharged Sigix Terminator]]|ST: [[Sigix Terminator]]|SR :[[Subatomic Replicator]]|SW: [[Sigix Warrior]]|T: [[Testing]]|TCS: [[Tactical Coordination Suite]]|TR: [[Transdimensional Reconstructor]]|UFD: [[UFD|United Federation of Derelicts]]|VCA: [[Vortex Catalyst Activator]]|VCR: [[Vortex Chain Reactor]]|VFP: [[Vortex Field Projector]]|W: [[Warlord]]|WC: [[Warp Cannon]]|XLAA: [[XL Autogun Array]]|Yauler: [[A-27 Freighter]], the ""yellow Hauler""|Z: [[Zion]]|ZH: [[Zhirov]]|ZDC: [[Zion Deep Caves]]|ZS: [[Zhirov Special]][[/List]]","","","","","","",""
"Active Cooling Armor","Part","Obtainable only from a [[Cargo Convoy]].","","","","","","",""
"Active Sensor Spoofer","Part","","","","","","","",""
"Active Sensor Suite","Part","The Active Sensor Suite is the most powerful type of [[Sensor Arrays|Sensor Array]]. It can detect all bots, even inactive ones like the [[Exp. Signal Interpreter]] can. Additionally, it cannot be jammed by [[Watcher|Watchers]] or [[Heavy|Heavies]] like normal Sensor Arrays. It also has a unique effect of showing the paths that bots typically travel in, or ""desire paths"". These paths typically lead through busy corridors and into exits and interactive machines.

[[Heading]]Active Scanning Reported[[/Heading]]
After a certain number of hostile bots are detected using the Active Sensor, an [[Investigation Squad]] will be dispatched to Cogmind's location. This accompanied by an alert [[GameText]]ALERT: Active scanning activity reported from Zone [zone], dispatching Investigation squad[[/GameText]]. The number of bots needed to be scanned varies by the type of bot that has been detected. Once the total detection % reaches 100%, an investigation is summoned, Cogmind's [[Alert]] goes up by 100, and the detection % is reset to 0. Bots not listed in the below table don't count toward an active scanning penalty.
[[Table]]
Bot type|Number of bots of this type scanned to be fully detected|Detection %||
[[Alpha 7]]|4|30%||
[[Armor Guard]]|4|30%||
[[Behemoth]]|4|30%||
[[Brawler]]|15|7%||
[[Cetus Guard]]|4|30%||
[[Combat Programmer]]|10|10%||
[[Cutter]]|20|5%||
[[Duelist]]|15|7%||
[[E-15 Imp]]|20|5%||
[[Executioner]]|10|10%||
[[Fortress]]|4|30%||
[[Grunt]]|15|7%||
[[Heavy]]|7|15%||
[[Hunter]]|10|10%||
[[Programmer]]|7|15%||
[[Q-Series]]|10|10%||
[[Quarantine Guard]]|4|30%||
[[S7 Guard]]|4|30%||
[[Sentry]]|7|15%||
[[Specialist]]|15|7%||
[[Striker]]|10|10%||
[[Swarmer]]|20|5%||
[[Watcher]]|10|10%
[[/Table]]","","","","","","",""
"Actuator Array","Part","","","","","","","",""
"Actuator Arrays","Part Group","[[Heading]]List of Actuator Arrays[[/Heading]]
[[PartGroupTable]]
Actuator Arrays|
Overview/Size|
Overview/Rating|
Overview/Integrity|
Overview/Coverage|
Upkeep/Energy|
Effect/Effect
[[/PartGroupTable]]","","","","Actuator Array,Imp. Actuator Array,Adv. Actuator Array,Exp. Actuator Array","","",""
"Actuators","Part Group","[[Heading]]List of Actuators[[/Heading]]
[[PartGroupTable]]
Actuators|
Overview/Size|
Overview/Rating|
Overview/Integrity|
Overview/Coverage|
Upkeep/Energy|
Effect/Effect
[[/PartGroupTable]]","","","","Microactuators,Nanoactuators,Femtoactuators","","",""
"Adv. Actuator Array","Part","","","","","","","",""
"Adv. Assault Cannon","Part","","","","","","","",""
"Adv. Beam Cannon","Part","","","","","","","",""
"Adv. Beam Rifle","Part","","","","","","","",""
"Adv. Cloaking Device","Part","","","","","","","",""
"Adv. Component Analysis Suite","Part","","","","","","","",""
"Adv. Concussive RPG","Part","","","","","","","",""
"Adv. Coolant Injector","Part","","","","","","","",""
"Adv. Cooling System","Part","","","","","","","",""
"Adv. Corruption Screen","Part","","","","","","","",""
"Adv. Cryofiber Web","Part","","","","","","","",""
"Adv. Datajack","Part","","","","","","","",""
"Adv. Drone Bay","Part","Deploys [[Advanced Drone|Advanced Drones]].","","","","","","",""
"Adv. Dynamic Insulation System","Part","","","","","","","",""
"Adv. ECM Suite","Part","","","","","","","",""
"Adv. EM Disruption Field","Part","","","","","","","",""
"Adv. EM Shield","Part","","","","","","","",""
"Adv. EMP Blaster","Part","","","","","","","",""
"Adv. Energy Well","Part","","","","","","","",""
"Adv. Field Recycling Unit","Part","","","","","","","",""
"Adv. Focal Shield","Part","","","","","","","",""
"Adv. Force Booster","Part","","","","","","","",""
"Adv. Force Field","Part","","","","","","","",""
"Adv. Gravity Neutralizer","Part","","","","","","","",""
"Adv. Hacking Suite","Part","","","","","","","",""
"Adv. Hardlight Generator","Part","","","","","","","",""
"Adv. Heat Sink","Part","","","","","","","",""
"Adv. Heavy Siege Treads","Part","","","","","","","",""
"Adv. Heavy Treads","Part","","","","","","","",""
"Adv. KE Penetrator","Part","","","","","","","",""
"Adv. Kinecellerator","Part","","","","","","","",""
"Adv. Launcher Guidance Computer","Part","","","","","","","",""
"Adv. Matter Compressor","Part","","","","","","","",""
"Adv. Medium Treads","Part","","","","","","","",""
"Adv. Melee Analysis Suite","Part","","","","","","","",""
"Adv. Micro-nuke Launcher","Part","","","","","","","",""
"Adv. Myomer Leg","Part","","","","","","","",""
"Adv. Particle Accelerator","Part","","","","","","","",""
"Adv. Particle Charger","Part","","","","","","","",""
"Adv. Phase Shifter","Part","","","","","","","",""
"Adv. Plasma Cannon","Part","","","","","","","",""
"Adv. Plasma Rifle","Part","","","","","","","",""
"Adv. Point Defense System","Part","","","","","","","",""
"Adv. Power Amplifier","Part","","","","","","","",""
"Adv. Powered Armor","Part","","","","","","","",""
"Adv. Quantum Shading Machine","Part","","","","","","","",""
"Adv. Reaction Control System","Part","","","","","","","",""
"Adv. Recalibrator","Part","","","","","","","",""
"Adv. Recoil Stabilizer","Part","","","","","","","",""
"Adv. Remote Datajack","Part","","","","","","","",""
"Adv. Remote Force Field","Part","","","","","","","",""
"Adv. Remote Shield","Part","","","","","","","",""
"Adv. Salvage Targeting Computer","Part","","","","","","","",""
"Adv. Sensor Array","Part","","","","","","","",""
"Adv. Shield Generator","Part","","","","","","","",""
"Adv. Signal Interpreter","Part","","","","","","","",""
"Adv. Surge Thruster","Part","","","","","","","",""
"Adv. System Restoration Module","Part","","","","","","","",""
"Adv. System Shield","Part","","","","","","","",""
"Adv. Target Analyzer","Part","","","","","","","",""
"Adv. Targeting Computer","Part","","","","","","","",""
"Adv. Terrain Scan Processor","Part","","","","","","","",""
"Adv. Terrain Scanner","Part","","","","","","","",""
"Adv. Thermal Defense Suite","Part","","","","","","","",""
"Adv. Thermal Generator","Part","","","","","","","",""
"Adv. Thermal Shield","Part","","","","","","","",""
"Adv. Transmission Jammer","Part","","","","","","","",""
"Adv. Trap Extractor","Part","","","","","","","",""
"Adv. Trap Scanner","Part","","","","","","","",""
"Adv. Treads","Part","","","","","","","",""
"Adv. VSS Leg","Part","","","","","","","",""
"Adv. Variable Charge Gun","Part","","","","","","","",""
"Adv. Visual Processing Unit","Part","","","","","","","",""
"Adv. Weapon Cycler","Part","","","","","","","",""
"Adv. Weight Redist. System","Part","","","","","","","",""
"Advanced Drone","Bot","","","","","","","",""
"Aerolev Unit","Part","","","","","","","",""
"Airjet","Part","","","","","","","",""
"Alarm Trap","Other","Alarm Traps are the only [[Traps]] that can appear in all [[0b10]] maps that can contain 0b10 traps. Like [[Ambush Trap|Ambush Traps]] and [[Chute Trap|Chute Traps]], they cannot be extracted using a [[Trap Extractors|Trap Extractor]].

[[Heading]]Effects[[/Heading]]
When an Alarm Trap is triggered, it and all other Alarm Traps in the array will be spent, a special alert sound will play, accompanied by the alert message [[GameText]]ALERT: Alarm triggered, dispatching investigation squad[[/GameText]]. This will cause an [[Investigation Squad]] to be dispatched to the location of the Alarm Trap, and nearby combat bots will be informed of the victim's position. If an Alarm Trap is triggered far enough from Cogmind, there will be no alert sound or message, but an investigation squad will still be dispatched. 
In [[Garrison|Garrisons]], triggering an Alarm Trap does not play an alert sound, do not trigger an alert message and instead only the log message [[GameText]]An alarm sounds[[/GameText]], no investigation squad is dispatched, and instead the only effect is that nearby combat bots will be informed of the victim's position.

[[Heading]]Alarm Trap-Specific removal strategies[[/Heading]]
Like Ambush Traps, successfully hacking Alarm Traps using a [[Melee Datajacks|Melee Datajack]] will always disable them, never reprogram them. It still possible to reprogram Alarm Traps through [[Terminal]] hacking, though this is not recommended as this will cause any hostiles that move onto the traps to trigger them, which will still dispatch an investigation squad.
If Cogmind has a [[Transmission Jammers|Transmission Jammer]] or [[Spoiler]]the Signal Jamming [[RIF]] ability[[/Spoiler]] and an Alarm Trap is triggered within jamming range, the trap array will still be spent, but will have no effect and grant the ""No Signal"" [[Mechanics Achievements|Mechanics Achievement]] if it wasn't already unlocked. [[Allies]] are incapable of using a Signal Jammer even when they have one attached, so do not rely on them to jam Alarm Traps.

In Garrisons, if there are no combat bots nearby, for example if they have already been dealt with, Alarm Traps will have no meaningful effect.

This article was last edited during Beta 15.
","","","","","","",""
