Collected,Name,Type,Slot,Size,Mass,Rating,Category,Integrity,No Repairs,Coverage,Special Trait,Life,Energy Upkeep,Matter Upkeep,Heat Generation,Energy Generation,Energy Storage,Power Stability,Time/Move,Mod/Extra,Drag,Energy/Move,Heat/Move,Support,Penalty,Burnout,Special,Range,Shot Energy,Shot Matter,Shot Heat,Recoil,Targeting,Delay,Overload Stability,Waypoints,Arc,Wide,Projectile Count,Damage Min,Damage Max,Damage Type,Critical,Penetration,Heat Transfer,Spectrum,Disruption,Salvage,Explosion Radius,Explosion Arc,Explosion Damage Min,Explosion Damage Max,Falloff,Chunks,Explosion Type,Explosion Heat Transfer,Explosion Spectrum,Explosion Disruption,Explosion Salvage,Effect,Description,Hackable Schematic,Fabrication Number,Fabrication Time,Fabrication Components,Studyable,Supporter Attribution
"74","Gauss Cannon","Ballistic Cannon","Weapon","1","7","4","","170","","120","","","","","","","","","","","","","","","","","","22","4","6","40","6","","","","","","","1","25","31","Kinetic","15% Blast","20","","","","-6","","","","","","","","","","","","","","1","2","84/42/28","","1","",
"11","Slug Cannon","Ballistic Cannon","Weapon","1","7","4","","165","","120","","","","","","","","","","","","","","","","","","22","4","6","40","6","-20","","","","","","1","15","45","Kinetic","20% Destroy","10","","","","-8","","","","","","","","","","","","","","","1","84/42/28","","","",
"26","Mni. Assault Cannon","Ballistic Cannon","Weapon","1","4","4","Prototype","200","","35","","","","","","","","","","","","","","","","","","22","4","6","40","4","","","","","","","1","23","31","Kinetic","7% Blast","","","","","-6","","","","","","","","","","","","","","1","1","134/67/44","","","Some Pennies",
"1","Siege Cannon Replica","Ballistic Cannon","Weapon","3","30","4","","320","1","435","","","","","","","","","","","","","","","","","","22","13","18","90","25","-30","-50","","","","","1","40","120","Kinetic","8% Blast","100 / 50 / 25","","","","-15","","","","","","","","","","","","","On firing, 100% chance to damage own core and part integrity. Being in siege mode completely prevents this effect.","","","","","","",
"40","Magnetic Acceleration Cannon","Ballistic Cannon","Weapon","1","8","5","","180","","120","","","","","","","","","","","","","","","","","","22","4","6","44","4","","","","","","","1","25","35","Kinetic","7% Blast","","","","","-6","","","","","","","","","","","","","","1","2","95/47/31","","1","Orv",
"34","Hvy. Flak Cannon","Ballistic Cannon","Weapon","1","8","5","","180","","120","","","","","","","","","","","","","","","","","","16","4","7","44","6","-15","","","","","","6","7","8","Kinetic","","","","","","-2","","","","","","","","","","","","","","1","2","95/47/31","","1","shevtsov200",
"13","Bore Cannon","Ballistic Cannon","Weapon","1","9","5","","165","","145","","","","","","","","","","","","","","","","","","22","5","7","48","6","-20","","","","","","1","10","35","Kinetic","60% Destroy","60 / 40 / 20","","","","-4","","","","","","","","","","","","","","","1","95/47/31","","","",
"45","Antimatter Cannon","Ballistic Cannon","Weapon","1","8","5","Prototype","240","","120","","","","","","","","","","","","","","","","","","24","4","6","33","2","","","","","","","1","30","43","Kinetic","7% Blast","","","","","-10","","","","","","","","","","","","","","1","1","152/76/50","","","Will Rogers",
"1","Siege Cannon","Ballistic Cannon","Weapon","3","22","5","Prototype","625","1","435","","","","","","","","","","","","","","","","","","26","11","14","65","18","-20","","","","","","1","50","130","Kinetic","12% Blast","100 / 50 / 25","","","","-15","","","","","","","","","","","","","On firing, 33% chance to damage own core and part integrity. Being in siege mode completely prevents this effect.","","","","","","",
"16","Mass Driver","Ballistic Cannon","Weapon","1","9","6","","195","","120","","","","","","","","","","","","","","","","","","22","5","7","47","4","","","","","","","1","25","43","Kinetic","7% Blast","25","","","","-7","","","","","","","","","","","","","","1","2","106/53/35","","1","Harvester",
"8","Hvy. Mass Driver","Ballistic Cannon","Weapon","2","20","6","","270","","240","","","","","","","","","","","","","","","","","","22","8","11","65","8","","50","","","","","1","50","85","Kinetic","15% Blast","25","","","","-10","","","","","","","","","","","","","","1","1","106/53/35","","1","",
"18","Enh. Gauss Cannon","Ballistic Cannon","Weapon","1","9","6","","195","","120","","","","","","","","","","","","","","","","","","22","6","7","47","6","","","","","","","1","28","39","Kinetic","20% Blast","20","","","","-7","","","","","","","","","","","","","","1","2","106/53/35","","1","Lord Polish",
"14","Hyp. Gauss Cannon","Ballistic Cannon","Weapon","1","10","6","","175","","145","","","","","","","","","","","","","","","","","","22","6","8","51","6","","","","","","","1","12","20","Kinetic","60% Destroy","40 / 20","","","","-3","","","","","","","","","","","","","","1","2","106/53/35","","1","Mxykikker",
"-1","Ovr. Bore Cannon","Ballistic Cannon","Weapon","1","9","6","","165","","145","","","","","","","","","","","","","","","","","","24","5","7","50","12","-25","-50","","","","","1","14","40","Kinetic","80% Destroy","80 / 60 / 40","","","","-6","","","","","","","","","","","","","","","1","106/53/35","","","",
"33","Tri-rail Accelerator","Ballistic Cannon","Weapon","2","15","6","Prototype","300","","220","","","","","","","","","","","","","","","","","","22","5","8","60","6","","","","","","","3","20","35","Kinetic","3% Blast","","","","","-5","","","","","","","","","","","","","","1","1","169/84/56","","","Rivet Spawn",
"52","Hardcell Cannon","Ballistic Cannon","Weapon","1","10","7","","210","","120","","","","","","","","","","","","","","","","","","22","5","7","55","4","","","","","","","1","30","46","Kinetic","9% Blast","","","","","-7","","","","","","","","","","","","","","1","2","117/58/39","","1","Ben Buckton",
"16","Hvy. Gauss Cannon","Ballistic Cannon","Weapon","1","12","7","","210","","120","","","","","","","","","","","","","","","","","","22","5","7","51","4","","","","","","","1","30","43","Kinetic","20% Blast","20","","","","-8","","","","","","","","","","","","","","1","2","117/58/39","","1","MTF",
"24","Hyp. Mass Driver","Ballistic Cannon","Weapon","1","12","7","","195","","145","","","","","","","","","","","","","","","","","","22","6","8","56","6","","","","","","","1","12","25","Kinetic","70% Destroy","50 / 25","","","","-3","","","","","","","","","","","","","","1","2","117/58/39","","1","Wizard Melkhior",
"12","Hvy. Autocannon","Ballistic Cannon","Weapon","2","35","7","Prototype","450","1","330","","","","","","","","","","","","","","","","","","24","8","18","76","8","","","","","","","1","60","90","Kinetic","12% Blast","","","","","-10","","","","","","","","","","","","","","","","","","","",
"9","Lgt. Antimatter Cannon","Ballistic Cannon","Weapon","1","5","7","Prototype","200","","75","","","","","","","","","","","","","","","","","","22","5","7","51","2","","","","","","","1","30","43","Kinetic","9% Blast","","","","","-10","","","","","","","","","","","","","","1","1","187/93/62","","","Count042",
"25","Linear Accelerator","Ballistic Cannon","Weapon","1","12","8","","225","","120","","","","","","","","","","","","","","","","","","22","6","8","54","4","","","","","","","1","33","50","Kinetic","9% Blast","","","","","-8","","","","","","","","","","","","","","1","2","128/64/42","","1","Michael Shock",
"21","Hvy. Linear Accelerator","Ballistic Cannon","Weapon","2","27","8","","350","","240","","","","","","","","","","","","","","","","","","22","9","12","70","8","","50","","","","","1","65","90","Kinetic","12% Blast","10","","","","-15","","","","","","","","","","","","","","1","1","128/64/42","","1","",
"1","Ovr. Linear Accelerator","Ballistic Cannon","Weapon","1","12","8","","225","","120","","","","","","","","","","","","","","","","","","24","6","8","57","8","","-50","","","","","1","35","58","Kinetic","20% Blast","","","","","-12","","","","","","","","","","","","","","","1","128/64/42","","","",
"18","Com. Mass Driver","Ballistic Cannon","Weapon","1","6","8","Prototype","220","","45","","","","","","","","","","","","","","","","","","22","6","8","54","4","","","","","","","1","30","49","Kinetic","9% Blast","25","","","","-8","","","","","","","","","","","","","","1","1","204/102/68","","","VacantFiend",
"19","Hvy. Hardcell Cannon","Ballistic Cannon","Weapon","2","20","8","Prototype","400","","240","","","","","","","","","","","","","","","","","","22","8","10","68","10","","20","","","","","1","60","100","Kinetic","12% Blast","","","","","-12","","","","","","","","","","","","","","1","1","204/102/68","","","RustedShell",
"5","Enh. Hardcell Cannon","Ballistic Cannon","Weapon","1","13","9","","240","","120","","","","","","","","","","","","","","","","","","22","6","8","58","4","","","","","","","1","38","50","Kinetic","9% Blast","","","","","-8","","","","","","","","","","","","","","1","2","139/69/46","","1","",
"41","Com. Linear Accelerator","Ballistic Cannon","Weapon","1","6","9","Prototype","240","1","45","","","","","","","","","","","","","","","","","","22","6","8","58","4","","","","","","","1","35","50","Kinetic","9% Blast","","","","","-8","","","","","","","","","","","","","","1","1","222/111/74","","","Weber Mentzel",
"34","Hyp. Linear Accelerator","Ballistic Cannon","Weapon","1","17","9","Prototype","300","1","120","","","","","","","","","","","","","","","","","","22","14","10","66","6","","","","","","","1","25","35","Kinetic","60% Destroy","80 / 40","","","","-4","","","","","","","","","","","","","","","","","","","",
"9","Hcl. Linear Accelerator","Ballistic Cannon","Weapon","1","15","9","Prototype","300","1","120","","","","","","","","","","","","","","","","","","22","12","8","10","4","","","","","","","1","36","50","Kinetic","9% Blast","","","","","-8","","","","","","","","","","","","","","","","","","","",
"107","Graviton Cannon","Ballistic Cannon","Weapon","1","13","9","Prototype","300","1","120","","","","","","","","","","","","","","","","","","22","6","8","58","4","","","","","","","1","40","60","Kinetic","12% Blast","","","","","-10","","","","","","","","","","","","","","1","1","222/111/74","","","Daniexpert",
"14","Blast Cannon","Ballistic Cannon","Weapon","2","40","9","Prototype","600","1","330","","","","","","","","","","","","","","","","","","20","12","30","105","12","","","","","","","3","25","40","Kinetic","9% Blast","50","","","","-12","1","","15","19","2","1","Kinetic","","","","-1","","Kinetic explosion inflicts 15-19 damage with a radius of 1 (falloff: 2; chunks: 1).","","","","","","",
"-1","P1-3CE's Gatling Flakker","Ballistic Cannon","Weapon","2","22","9","Prototype","425","1","240","","","","","","","","","","","","","","","","","","22","6","12","66","10","","","","","","","6","20","25","Kinetic","","","","","","-1","","","","","","","","","","","","","","","","","","","",
"-1","Hvy. Siege Cannon","Ballistic Cannon","Weapon","3","45","9","Prototype","840","1","435","","","","","","","","","","","","","","","","","","26","15","18","100","25","-20","","","","","","1","60","220","Kinetic","15% Blast","100 / 50 / 25","","","","-25","","","","","","","","","","","","","On firing, 66% chance to damage own core and part integrity. Being in siege mode completely prevents this effect.","","","","","","",
"3","AWS/Autocannon","Ballistic Cannon","Weapon","3","60","9","Prototype","900","1","405","","","","","","","","","","","","","","","","","","24","","","","","30","","","","","","1","70","100","Kinetic","12% Blast","","","","","-10","","","","","","","","","","","","Selects its own targets and attacks them if in range, at no time cost to you.","Eventually breaks down.","","","","","","",
"59","Perforator","Ballistic Cannon","Weapon","2","20","10","Prototype","400","1","240","","","","","","","","","","","","","","","","","","22","6","40","100","10","-20","100","","","","","11","2","4","Kinetic","40% Destroy","100 / 75 / 50","","","","","","","","","","","","","","","","","","","","","","","Ethan Westwood",
"2","Cep. Miniperforator","Ballistic Cannon","Weapon","1","10","10","Prototype","200","1","120","","","","","","","","","","","","","","","","","","22","3","20","50","5","-10","","","","","","6","2","4","Kinetic","40% Destroy","100 / 75 / 50","","","","","","","","","","","","","","","","","","","","","","","",
"43","Omega Cannon","Ballistic Cannon","Weapon","2","22","10","Prototype","500","1","240","","","","","","","","","","","","","","","","","","26","30","20","100","10","20","20","","","","","1","80","120","Kinetic","20% Blast","","","","","-20","","","","","","","","","","","","","","","","","","","Laceratedsky",
"1","Cep. Helical Railcannon","Ballistic Cannon","Weapon","1","12","10","Prototype","375","1","120","","","","","","","","","","","","","","","","","","26","8","10","70","6","","","","","","","1","50","70","Kinetic","15% Destroy","100 / 75","","","","-6","","","","","","","","","","","","","","","","","","","",
"1","Cep. Heavy Railcannon","Ballistic Cannon","Weapon","2","20","10","Prototype","550","1","240","","","","","","","","","","","","","","","","","","26","32","24","110","12","","","","","","","1","75","130","Kinetic","30% Blast","100 / 75 / 50","","","","-22","","","","","","","","","","","","","","","","","","","",
"1","PL-3XN's Obliterator","Ballistic Cannon","Weapon","2","18","10","Prototype","350","1","240","","","","","","","","","","","","","","","","","","30","","50","85","30","25","200","","","","","1","100","100","Kinetic","100% Blast","Unlimited","","","","-30","","","","","","","","","","","","","Destroys all terrain along line of fire, and 50% of that adjacent to LOF. In all areas within 2 spaces of LOF, items are damaged or even outright destroyed if not high integrity, and all robots have 2-4 parts ripped off, with any below 100 core having a 50% chance to be obliterated completely. Rings are lost over time, and if any rings are missing, there is an increasing chance of a catastrophic destabilization event with each shot.","","","","","","",
"34","EMP Blaster","Launcher","Weapon","1","4","2","","70","","110","","","","","","","","","","","","","","","","","","14","50","4","33","","","","","","","","1","","","","","","","","","","4","","12","24","4","1","Electromagnetic","","Narrow (50)","2","2","","","1","1","62/31/20","","1","phonic88",
"39","Shock Bomb Launcher","Launcher","Weapon","1","6","3","","75","","110","","","","","","","","","","","","","","","","","","14","60","5","36","","","","","","","","1","","","","","","","","","","4","","14","26","4","1","Electromagnetic","","Intermediate (30)","2","2","","","1","1","73/36/24","","1","Kaylor",
"175","Adv. EMP Blaster","Launcher","Weapon","1","6","3","Prototype","90","","110","","","","","","","","","","","","","","","","","","14","60","5","36","","","","","","","","1","","","","","","","","","","5","","17","29","3","1","Electromagnetic","","Narrow (50)","2","2","","","1","1","116/58/38","","","hrr4",
"81","Proton Missile Launcher","Launcher","Weapon","1","7","4","","85","","110","","","","","","","","","","","","","","","","","","14","70","5","39","","10","20","","","","","1","","","","","","","","","","5","","16","30","5","1","Electromagnetic","","Intermediate (30)","2","3","","","1","1","84/42/28","","1","",
"33","Imp. Proton Missile Launcher","Launcher","Weapon","1","8","5","","90","","110","","","","","","","","","","","","","","","","","","14","80","6","43","","15","20","","","","","1","","","","","","","","","","5","","17","33","5","1","Electromagnetic","","Intermediate (30)","2","3","","","1","1","95/47/31","","1","",
"6","Gui. EMP Blaster","Launcher","Weapon","2","10","5","Prototype","110","1","220","Disposable (10)","","","","","","","","","","","","","","","","","18","","","","","","","","3","","","1","","","","","","","","","","7","","24","40","3","2-3","Electromagnetic","","Narrow (50)","2","2","","","","1","152/76/50","","","PlasticHeart",
"52","Hvy. Shock Bomb Launcher","Launcher","Weapon","1","9","6","","95","","110","","","","","","","","","","","","","","","","","","14","90","7","46","","","","","","","","1","","","","","","","","","","5","","20","36","5","1","Electromagnetic","","Intermediate (30)","2","3","","","1","1","106/53/35","","1","Tuttu",
"20","Tesla Bomb Launcher","Launcher","Weapon","1","9","6","Prototype","140","","110","","","","","","","","","","","","","","","","","","14","90","7","46","","","","","","","","1","","","","","","","","","","5","","24","40","5","1","Electromagnetic","","Wide (10)","2","3","","","1","1","169/84/56","","","Azilus",
"24","Hvy. Proton Missile Launcher","Launcher","Weapon","1","9","6","Prototype","150","","110","","","","","","","","","","","","","","","","","","16","100","7","40","","10","20","","","","","1","","","","","","","","","","5","","20","36","5","1","Electromagnetic","","Intermediate (30)","2","3","","","1","1","169/84/56","","","Shobalk",
"15","Com. Tesla Bomb Launcher","Launcher","Weapon","1","5","7","Prototype","110","","30","","","","","","","","","","","","","","","","","","14","100","8","49","","","","","","","","1","","","","","","","","","","6","","21","39","5","1","Electromagnetic","","Wide (10)","2","4","","","1","1","187/93/62","","","",
"24","Gamma Bomb Array","Launcher","Weapon","1","12","8","","110","","110","","","","","","","","","","","","","","","","","","14","140","10","80","","-10","","","","30","","4","","","","","","","","","","4","","9","15","1","1","Electromagnetic","","Wide (10)","3","2","","","1","1","128/64/42","","1","",
"5","Enh. Gamma Bomb Array","Launcher","Weapon","1","13","9","Prototype","180","1","110","","","","","","","","","","","","","","","","","","14","160","12","60","","","","","","30","","4","","","","","","","","","","4","","11","17","1","1","Electromagnetic","","Wide (10)","4","3","","","1","1","222/111/74","","","Chris Covert",
"1","Gamma Driveblaster","Launcher","Weapon","1","15","10","Prototype","150","1","110","","","","","","","","","","","","","","","","","","16","170","15","70","","","","","","","","1","","","","","","","","","","8","60","65","105","3","3","Electromagnetic","","Wide (10)","2","2","","","","","","","","",
"1","Cep. EMP Blanket Launcher","Launcher","Weapon","1","9","10","Prototype","160","1","110","","","","","","","","","","","","","","","","","","14","200","9","50","","","","","","","","1","","","","","","","","","","6","","30","50","2","1","Electromagnetic","","Wide (10)","2","4","","","","","","","","",
"370","Grenade Launcher","Launcher","Weapon","1","3","1","","60","","110","","","","","","","","","","","","","","","","","","10","","10","30","","15","","","","","","1","","","","","","","","","","4","","20","48","8","1-3","Explosive","","","","-8","","","1","1","51/25/17","","1","SuperBear",
"429","Rocket Launcher","Launcher","Weapon","1","4","2","","70","","110","","","","","","","","","","","","","","","","","","14","","11","33","","","","","","","","1","","","","","","","","","","4","","25","57","8","1-3","Explosive","","","","-9","","","1","1","62/31/20","","1","ComradeStalin",
"326","Mni. Grenade Launcher","Launcher","Weapon","1","1","2","","50","","30","","","","","","","","","","","","","","","","","","10","","10","30","","10","","","","","","1","","","","","","","","","","4","","25","57","8","1-3","Explosive","","","","-9","","","1","1","62/31/20","","1","CaptainWinky",
"8","Sub. Shrapnel Launcher","Launcher","Weapon","1","8","2","","85","","90","","","","","","","","","","","","","","","","","","14","","20","40","","","","","","","","1","","","","","","","","","","5","","50","70","11","1-3","Kinetic","","","","-11","","","","1","62/31/20","","","",
"95","Imp. Grenade Launcher","Launcher","Weapon","1","6","3","","75","","110","","","","","","","","","","","","","","","","","","10","","13","36","","15","","","","","","1","","","","","","","","","","4","","30","66","10","1-3","Explosive","","","","-10","","","1","1","73/36/24","","1","ACrowOfMurders",
"95","Missile Launcher","Launcher","Weapon","1","6","3","","75","","110","","","","","","","","","","","","","","","","","","14","","13","36","","10","20","","","","","1","","","","","","","","","","4","","30","66","10","1-3","Explosive","","","","-10","","","1","1","73/36/24","","1","Matt Gray",
"1","Concussive RPG","Launcher","Weapon","1","1","3","","30","","30","Disposable (1)","","","","","","","","","","","","","","","","","10","","","","","-10","-100","","","","","1","10","20","Impact","","","","","","","4","","15","29","1","1-3","Explosive","","","","","","Robots within radius are knocked back 2-3 spaces, possibly further or less so depending on relative size. Projectile also inflicts 10-20 impact damage on direct hit. Items caught in the explosion are pushed out further, and may take damage multiple times in the process.","1","3","73/36/24","","1","",
"17","YI-UF0's Doublenader","Launcher","Weapon","1","6","3","Prototype","75","1","110","","","","","","","","","","","","","","","","","","14","","25","70","","","","","","","","2","","","","","","","","","","4","","20","48","8","1-3","Explosive","","","","-8","","","","","","","","",
"165","Hvy. Rocket Launcher","Launcher","Weapon","1","7","4","","85","","110","","","","","","","","","","","","","","","","","","14","","14","39","","","","","","","","1","","","","","","","","","","5","","36","74","11","1-3","Explosive","","","","-11","","","1","1","84/42/28","","1","",
"117","Hvy. Missile Launcher","Launcher","Weapon","1","7","4","","85","","110","","","","","","","","","","","","","","","","","","14","","14","39","","10","20","","","","","1","","","","","","","","","","5","","36","74","11","1-3","Explosive","","","","-11","","","1","1","84/42/28","","1","Gary McBojit-Marshall",
"8","Gui. Missile Launcher","Launcher","Weapon","2","10","4","Prototype","80","1","220","","","","","","","","","","","","","","","","","","18","","15","39","","","","","3","","","1","","","","","","","","","","4","","30","66","10","1-3","Explosive","","","","-10","","","","","","","","yngwi",
"44","Prc. Grenade Launcher","Launcher","Weapon","1","6","4","Prototype","110","","110","","","","","","","","","","","","","","","","","","10","","13","36","","30","","","","","","1","","","","","","","","","","4","","30","66","10","1-3","Explosive","","","","-10","","","1","1","134/67/44","","","mrhthepie",
"40","Rocket Array","Launcher","Weapon","1","7","4","Prototype","120","","110","","","","","","","","","","","","","","","","","","14","","30","45","","","100","","","36","","6","","","","","","","","","","4","","24","36","4","1-3","Explosive","","","","-6","","","1","1","134/67/44","","","Lenbot7",
"142","Lrn. Missile Launcher","Launcher","Weapon","1","8","5","","90","","110","","","","","","","","","","","","","","","","","","20","","15","43","","10","20","","","","","1","","","","","","","","","","5","","41","83","12","1-3","Explosive","","","","-12","","","1","1","95/47/31","","1","ION_DASH",
"1","Imp. Concussive RPG","Launcher","Weapon","1","2","5","","40","","30","Disposable (1)","","","","","","","","","","","","","","","","","10","","","","","-10","-100","","","","","1","12","28","Impact","","","","","","","5","","20","36","1","1-3","Explosive","","","","","","Robots within radius are knocked back 3-4 spaces, possibly further or less so depending on relative size. Projectile also inflicts 12-28 impact damage on direct hit. Items caught in the explosion are pushed out further, and may take damage multiple times in the process.","1","3","95/47/31","","1","",
"29","Prc. Rocket Launcher","Launcher","Weapon","1","8","5","Prototype","140","","110","","","","","","","","","","","","","","","","","","14","","15","43","","20","10","","","","","1","","","","","","","","","","5","","41","83","12","1-3","Explosive","","","","-12","","","1","1","152/76/50","","","Alice Marks",
"20","Scatter Rocket Array","Launcher","Weapon","1","8","5","Prototype","140","","110","","","","","","","","","","","","","","","","","","14","","50","50","","-30","150","","","44","","10","","","","","","","","","","4","","24","36","4","1-3","Explosive","","","","-6","","","1","1","152/76/50","","","nsg21",
"42","Smartbomb Launcher","Launcher","Weapon","2","9","6","","100","","220","","","","","","","","","","","","","","","","","","18","","16","46","","","10","","6","","","1","","","","","","","","","","5","","46","92","13","1-3","Explosive","","","","-13","","","1","1","106/53/35","","1","jpka",
"105","Mni. Smartbomb Launcher","Launcher","Weapon","1","4","6","Prototype","60","","30","","","","","","","","","","","","","","","","","","16","","25","80","","","30","","2","","","1","","","","","","","","","","4","","40","80","12","1-3","Explosive","","","","-12","","","1","1","169/84/56","","","",
"18","Tiamat Missile Launcher","Launcher","Weapon","1","9","6","Prototype","160","","110","","","","","","","","","","","","","","","","","","18","","25","46","","30","20","","","","","1","","","","","","","","","","5","","46","92","13","1-3","Explosive","","","","-13","","","1","1","169/84/56","","","Sabouts",
"2","Thermoblaster","Launcher","Weapon","1","8","6","","130","1","110","","","","","","","","","","","","","","","","","","6","85","","260","","","","","","","","1","","","","","","","","","","4","60","50","70","10","1-2","Thermal","Massive (80)","","","-7","","","","","","","","",
"50","Micro-nuke Launcher","Launcher","Weapon","1","11","7","","105","","110","","","","","","","","","","","","","","","","","","14","","18","49","","","","","","","","1","","","","","","","","","","6","","51","101","14","1-3","Explosive","","","","-14","","","1","1","117/58/39","","1","gnzvnk",
"1","Adv. Concussive RPG","Launcher","Weapon","1","3","7","","50","","30","Disposable (1)","","","","","","","","","","","","","","","","","10","","","","","-10","-100","","","","","1","14","36","Impact","","","","","","","5","","25","43","1","1-3","Explosive","","","","","","Robots within radius are knocked back 4-5 spaces, possibly further or less so depending on relative size. Projectile also inflicts 14-36 impact damage on direct hit. Items caught in the explosion are pushed out further, and may take damage multiple times in the process.","1","3","117/58/39","","1","",
"1","Zip Rocket","Launcher","Weapon","1","2","7","Prototype","40","1","90","Disposable (1)","","","","","","","","","","","","","","","","","16","","","","","30","","","","","","1","10","35","Impact","","","","","","","5","120","102","118","5","1-3","Explosive","","","","-15","","Projectile also inflicts 10-35 impact damage on direct hit.","","","","","","",
"36","Neutron Missile Launcher","Launcher","Weapon","1","11","7","Prototype","140","","110","","","","","","","","","","","","","","","","","","16","","25","49","","25","20","","","","","1","","","","","","","","","","6","","60","84","5","1-3","Explosive","","Intermediate (30)","2","-14","","","1","1","187/93/62","","","MSK Impostr",
"39","Fusion Bomb Launcher","Launcher","Weapon","1","12","8","","115","","110","","","","","","","","","","","","","","","","","","14","","19","52","","","","","","","","1","","","","","","","","","","6","","57","109","15","1-3","Explosive","","","","-15","","","1","1","128/64/42","","1","Yukihana",
"24","Hellfire Missile Launcher","Launcher","Weapon","1","12","8","Prototype","150","","110","","","","","","","","","","","","","","","","","","16","","30","60","","30","20","","","","","1","","","","","","","","","","4","","57","109","7","1-3","Explosive","","","","-20","","","1","1","204/102/68","","","Azhain",
"26","Adv. Micro-nuke Launcher","Launcher","Weapon","1","9","8","Prototype","180","","110","","","","","","","","","","","","","","","","","","16","","15","30","","","","","","","","1","","","","","","","","","","6","","57","109","15","1-3","Explosive","","","","-15","","","1","1","204/102/68","","","zunpre",
"3","Tactical Quantum Warhead","Launcher","Weapon","1","16","8","Prototype","150","","90","","","","","","","","","","","","","","","","","","20","","70","20","","10","100","","","","","1","","","","","","","","","","10","","60","80","3","1-3","Explosive","","","","-30","","","1","1","204/102/68","","","Zyalin",
"19","Vortex Catalyst Activator","Launcher","Weapon","2","20","8","Prototype","200","1","220","Unstable (10)","","","","","","","","","","","","","","","","","22","30","","20","","","","","","","","1","","","","","","","","","","5","","134","186","7","2-3","Entropic","","","","-30","","","","","","","","",
"1","Chain Missile Launcher","Launcher","Weapon","2","25","8","Prototype","225","1","220","","","","","","","","","","","","","","","","","","18","","50","160","","","100","","","","","3","","","","","","","","","","3","","60","80","10","1-3","Explosive","","","","-15","","","","","","","","",
"19","Ragnarok Missile Launcher","Launcher","Weapon","1","13","9","Prototype","160","1","110","","","","","","","","","","","","","","","","","","16","","35","70","","30","20","","","","","1","","","","","","","","","","4","","70","130","7","1-3","Explosive","","","","-20","","","1","1","222/111/74","","","Nicolas M. Careau",
"1","Cep. Rapid Grenade Launcher","Launcher","Weapon","1","7","9","Prototype","135","1","110","","","","","","","","","","","","","","","","","","10","","16","60","","20","","","","","","3","","","","","","","","","","4","","30","66","8","1-2","Explosive","","","","-10","","Cannot be intercepted by defense systems.","","","","","","",
"5","Point Singularity Launcher","Launcher","Weapon","1","13","9","Prototype","250","1","90","","","","","","","","","","","","","","","","","","14","","50","55","","","","","","","","1","","","","","","","","","","3","","120","200","40","1-3","Explosive","","","","-100","","","1","1","222/111/74","","","aoemica",
"3","Gui. Micro-nuke Launcher","Launcher","Weapon","2","11","9","Prototype","140","1","220","","","","","","","","","","","","","","","","","","20","","25","55","","","20","","9","","","1","","","","","","","","","","6","","57","109","15","1-3","Explosive","","","","-15","","","1","1","222/111/74","","","Shaun Sharples",
"2","Cep. Concussive Dispersal Blaster","Launcher","Weapon","1","5","9","Prototype","65","1","30","Disposable (1)","","","","","","","","","","","","","","","","","16","","","","","","-100","","","","","1","22","48","Impact","","","","","","","6","","35","55","1","1-3","Explosive","","","","","","Robots within radius are knocked back 9-11 spaces, possibly further or less so depending on relative size. Projectile also inflicts 22-48 impact damage on direct hit. Items caught in the explosion are pushed out further, and may take damage multiple times in the process.","","","","","","",
"-1","99-TNT's Nukerbomber","Launcher","Weapon","2","24","9","Prototype","280","1","220","","","","","","","","","","","","","","","","","","18","","66","30","15","","","","","20","","4","","","","","","","","","","4","","51","101","10","1-2","Explosive","","","","-14","","","","","","","","",
"-1","Exp. Neutron Missile Launcher","Launcher","Weapon","1","12","9","Prototype","210","1","110","","","","","","","","","","","","","","","","","","16","","25","60","","25","","","","","","1","","","","","","","","","","6","","65","95","","1-3","Explosive","","Intermediate (30)","4","-14","","","","","","","","",
"2","Cep. Arcsight Missile Launcher","Launcher","Weapon","1","16","10","Prototype","230","1","110","","","","","","","","","","","","","","","","","","20","","40","40","","50","","","","","","1","","","","","","","","","","5","","110","150","8","2-3","Explosive","","","","-25","","","","","","","","",
"1","Cep. Tactical Fusion Warhead","Launcher","Weapon","1","22","10","Prototype","250","1","110","","","","","","","","","","","","","","","","","","20","","60","35","","25","","","","","","1","","","","","","","","","","10","","100","130","4","1-3","Explosive","","","","-15","","","","","","","","",
"2","Cep. Tiamat Rocket Array","Launcher","Weapon","1","16","10","Prototype","190","1","110","","","","","","","","","","","","","","","","","","18","","110","65","","","100","","","40","","8","","","","","","","","","","5","","41","59","5","1-3","Explosive","","","","-6","","","","","","","","",
"29","Z-bomb Delivery System","Launcher","Weapon","1","16","10","Prototype","280","1","90","","","","","","","","","","","","","","","","","","14","","100","30","","","","","","","","1","","","","","","","","","","2","","250","250","40","1-3","Explosive","","","","-100","","","","","","","","koolatron",
"3","Cep. Smart ZDS","Launcher","Weapon","1","20","10","Prototype","220","1","90","","","","","","","","","","","","","","","","","","16","","150","45","","","","","4","","","1","","","","","","","","","","2","","250","250","40","1-3","Explosive","","","","-100","","","","","","","","",
"10","Sigix Terminator","Launcher","Weapon","2","20","10","Alien","100","1","220","Disposable (1)","","","","","","","","","","","","","","","","","24","","","","","","","","10","","","1","","","","","","","","","","20","","1000","1000","10","3-6","Thermal","Deadly (120)","","","-500","","","","","","","","noisewar",
