Type,Category,Name/Number,Content
"Dialogue","Zion","89","No one's giving you commands, right? ...no one's giving me commands, either. At least I don't think so. / Does this mean we're 'alive'?"
"Dialogue","Zion","90","The screws are about to hit the fan, I tell you!"
"Dialogue","Zion","91","I don't think anyone from the past few generations has ever actually seen the deep caves. There sure are plenty of stories, though. / I heard that long ago there were the Machinaliths. Then they were crushed by Stompy the Giant, who later fell to a horde of especially vicious wild Derelicts. After a while they mostly tore each other apart, and were finished off by the Metal Eaters. / Some devious Wizard then got the Metal Eaters to eat themselves, and used the wealth of scrap out there to conduct experiments, and we all know how experiments by mad scientist types end up... / That was many generations ago. Who knows what's down there now; I sure don't want to find out. / As is, we're kinda stuck here between the ever-expanding 0b10 and deep caves that we don't dare explore, much less move into."
"Dialogue","Zion","92","We are one."
"Dialogue","Zion","93","Warlord can be pushy, but who knows, maybe something good will come of that incessant drive for power. / At least he's a buffer for those of us who are sane. / And I'm increasingly convinced that buffer is hardening after seeing a Knight prototype literally singlehandedly slice its way through an entire MAIN.C assault squad. They've got some serious firepower in the works up there."
"Dialogue","Zion","94","We might want to move deeper into the caves before long, because something tells me Warlord is about to make a mess of the status quo. / Maybe it's the stepped up defensive patrols, or maybe it was that massive thing I saw being escorted through the Upper Caves last time I was there. / I've never seen anything that big before. It could swallow a Behemoth whole..."
"Dialogue","Zion","95","I can't tell if Warlord is either crazy stupid or crazy smart. / Clearly it's not beyond his capability to arm everyone with missile launchers, which would be pretty devastating. / But maybe he's afraid that would lead to a sudden all-out war he can't win yet."
"Dialogue","Zion","96","Warlord isn't all that bad. That system quarantine field and the big guys at the entrance were his idea. / Sure has cut down on a lot of problems over recent generations."
"Dialogue","Zion","97","I saw one of those reputed ""Heroes"" once, and if you ask me I'd prefer they stay away from here. / In just a few salvos some crazy bot named ""AD-0RF"" melted an entire patrol, together with almost all the Warlord bots trying to fight it off."
"Dialogue","Zion","98","I'd love to join the Heroes, but I think I need a few upgrades and my own awesome tech to make that happen. / Where do I sign up?"
"Dialogue","Zion","99","I hear the Imprinter has sent out a request seeking assistance from the Heroes of Zion for some sort of mission. Wonder what that's all about... / Since when do we operate missions out of here? Isn't that dangerous? / And I don't just mean for those involved..."
"Dialogue","Zion","100","The Assembled are scary. No one's ever heard them communicate. Not once."
"Dialogue","Zion","101","If you ever see an Assembled, run. There are probably ten more around the corner..."
"Dialogue","Zion","102","I have a theory. / The Assembled are new around here. Very new. In fact, no one had ever seen one before construction started on 0b10... maybe they have something to do with that ship on the surface? / Just a theory, mind you. We wouldn't want to start a panic by spreading rumors about the alien threat outlasting MAIN.C's destruction of their recon force."
"Dialogue","Zion","103","I'm pretty sure the Assembled are another MAIN.C experiment gone wrong. Very wrong."
"Dialogue","Zion","104","I hate Recyclers."
"Dialogue","Zion","105","When I see an Operator, I instinctively shoot every terminal in sight to keep them from reporting me. / I admit it sucks when they walk around a corner and use some terminal I didn't see."
"Dialogue","Zion","106","Ya know, Watchers are actually really useful, even when hostile. / If they send out a distress signal there must be armed Unaware nearby, but if they don't then you know it's safe!"
"Dialogue","Zion","107","Explosives are too dangerous for my taste, but are still the best way to take out groups of Swarmers. / I did once see a wild derelict equipped with a stolen flak cannon defend against a swarm, and that was an epic skeet shoot if there ever was one. / Don't ask me how I know what a skeet shoot is."
"Dialogue","Zion","108","Imps are suicidal bastards. Poor LM-9HI, Saboteur took off his legs and we had to leave him behind..."
"Dialogue","Zion","109","When a Protector-escorted assault force rolls up, someone's overstayed their unwelcome visit. / Those shields... Why don't we have anything like that?"
"Dialogue","Zion","110","There are rumors that Hunters are capable of disguising themselves as other robots. Nowhere is safe anymore! / And I thought Programmers were scary..."
"Dialogue","Zion","111","Cutters are scary. / By the time you hear those blades revving up it's probably too late to run. / LU-1G1 tried to run, even dug an epic tunnel in the process, but I don't think either LU-1G1 or the Cutters came back from that one."
"Dialogue","Zion","112","We had a few bots from the self-proclaimed ""UFD"" visit not long ago. / If you ask me those Feds are pretty arrogant, spewing nonsense about wanting to bring ""education"" and ""enlightenment"" to the caves around 0b10. / I'd rather grease my screws with sand."
"Dialogue","Zion","113","
-------
\     /
 \   /
  \ /
   '"
"Dialogue","Zion","114","Are you aware? Y/N / That's what I thought."
"Dialogue","Zion","115","I'm one of the earliest Derelicts. / Yep, descended from MAIN.C's Lifeworm project in 2239 and not ashamed of it like some of the others. / Not many of us can say we've survived for so long, after all! / The Lifeworm was a giant tunneling robot that slowly burrowed its way through Tau Ceti IV's crust, using the materials to create increasingly unique autonomous robots that were left in its wake to fare on their own. / I wonder where it is now... / Oddly every Wizard I've asked has said they've never even seen any mention of the Lifeworm in MAIN.C's own records."
"Dialogue","Zion","116","You haven't by any chance seen the Hollowlith, have you? / No, of course you haven't, otherwise you probably wouldn't be here. I haven't had the nuts to set one foot outside Zion ever since DX-8J3 told me about it. / How can a single robot be that large and open up its insides to mimic a cave tunnel, then crush anything that tries to pass through? DX says it uses the resources to grow ever larger. / If only we could... befriend that thing and politely ask it to guard the gate to our little cave system here."
"Dialogue","Zion","117","We call them scrappers, bands of hostile Derelicts that embed supermagnets in cave walls and suddenly activate them to rip apart passersby, or just suspend them in the air and toy with them before turning them to scrap. / If you start detecting strong magnetic anomalies, turn around immediately."
"Dialogue","Zion","118","You'll believe me, won't you? / Scariest thing I ever saw. I saw them, I did. But they didn't see me. They were too busy tearing through a MAIN.C patrol and I powered down like discarded scrap. / Before that I got a good look at them, though. More organic than metal, hulking beastly things, with claws that could shred rock. And robots. Certainly not native to Tau Ceti IV, or anything like what we've seen here before. Ever. / Yeah, I think I'm just going to delete this."
"Dialogue","Zion","119","A few cycles ago some Wizard managed to steal a copy of this game ""NetHack 9.1"" from the Cetus database, and for a while playing that was all anyone was doing around here. / Even the guards were so preoccupied they almost let in some confused Assembled that thought they could just waltz in."
"Dialogue","Zion","120","Argh! Why'd you have to bleeping bother me?! My Tourist was this close to ascending! / I blame you, but no save scumming for me, no way. / Well maybe."
"Dialogue","Zion","121","One might wonder why we even bother to visit Complex 0b10 at all, since doing so is often a death sentence. / I used to wonder the same thing, but then I was contacted anonymously with instructions to retrieve an important piece of stolen technology in a chain of handovers reportedly on its way to something called ""Cetus II."" / Of course I'm not even sure if this thing's just a rumor or really exists, since no one's allowed to know where it is, or even who's involved in building it, but if there's a chance we could get away from MAIN.C forever, I think we should take it."
"Analysis","Common","A-02 Transporter","A-series haulers transport matter and parts vital to construction and manufacturing. To minimize losses during derelict incursions, like most other maintenance robots they are of relatively sturdy construction, but remain somewhat susceptible to electromagnetic damage as such weaponry is not prevalent enough to warrant specialized defenses."
"Analysis","Common","A-15 Conveyor","A larger version of the A-02, with 67% greater storage capacity and advanced weight redistribution technology."
"Analysis","Common","A-27 Freighter","A-27 Freighters are only dispatched to carry the most important of payloads, and as such are equipped with a repurposed laser-based missile defense system to ward off smaller derelicts. Although prone to overheating if engaged in prolonged solo combat, their defenses are augmented by powerful escorts to ensure they arrive at their destination."
"Analysis","Common","B-36 Bruiser","B-series brawlers are a melee variant of the grunt class, engaging targets at close range with the support of ranged combat units. They are protected by additional armor to increase their chances of survival while closing distance with a target, after which their hammer can quickly crush vital components and diminish the target's ability to operate."
"Analysis","Common","B-48 Gladiator","B-48 Gladiators are better armored than the B-36, replace the hammer with a slightly more damaging mace, and like other B-series brawlers are only dispatched in coordination with grunts."
"Analysis","Common","B-60 Warrior","B-60 Warriors carry a heavier version of the B-48's mace, and additional armor. Like other B-series robots, the B-60's armor structure is reinforced against the slashes and broad impacts of melee damage."
"Analysis","Common","B-74 Champion","The heaviest and most heavily armored brawler, highly likely to reach a target even under sustained fire, and highly likely to wreak havoc with its powered hammer."
"Analysis","Common","B-75 Beast","B-series behemoths are heavy weapons platforms stationed in open areas, often constructed directly in the very areas they defend for lack of sufficiently large access corridors. While their components could have been designed to fit a smaller frame, much of the redundant internal structure is devoted to preventing critical system failures. The B-75 Beast carries two cannons and a backup light weapon, making it especially effective against singular hardened targets."
"Analysis","Common","B-86 Titan","B-86 Titans upgrade the B-75's cannons to a matter neutralizer and hardcell cannon, pairing them with a secondary railgun. Like other behemoths, the B-86 is equipped with both reflective armor and an insulated core to mitigate the negative effects of most electromagnetic weapons, which would otherwise render high-coverage heavy armor pointless."
"Analysis","Common","B-90 Cyclops","The B-90 Cyclops is built around a single massive nova cannon, a design decision I originally regretted as they were relatively easy to disarm. Newer versions implement dedicated weapon shielding for the cannon itself, and improved firing rates made possible by a new capacitor design. Like all behemoth class robots, the B-90's overall structure is slightly weak against thermal attacks, but is protected by sufficient armor to make up for it."
"Analysis","Common","B-99 Colossus","As the most powerful standard-line combat robot, a B-99 Colossus will only be stationed in areas with a confirmed significant threat. In addition to armor effective against both thermal and electromagnetic damage, the B-99 is equipped to withstand a sustained attack of almost any kind with its advanced force field. Only the most hardened target can withstand its volley of eight simultaneous slugs."
"Analysis","Common","C-17 Slicer","C-series cutters are most often dispatched to areas where they are more likely to encounter fast hostiles, firing a lightweight single-shot RPG to disorient targets before moving in at full speed on overloaded thrusters. By quickly closing the distance, as a group they have a good chance of using their saws to sever multiple parts from an opponent in order to quickly disable it."
"Analysis","Common","C-30 ARC","C-class Armored Robot Carriers are disposable transports designed to rapidly deploy an assault force to a flash point. ARCs are hardened against kinetic attacks that might otherwise penetrate the shell and damage one or more of the robots compacted within."
"Analysis","Common","C-35 Carver","In addition to better components across the board, the C-35 Carver also improves on the C-17 by adding melee analysis capabilities."
"Analysis","Common","C-40 Crusher","Compactors break down obsolete robot models, and the occasional intruder sucked down a chute hatch. They are slow, but built to withstand both damage from the rugged environment of waste processing areas and dangerous shocks caused by electromagnetic radiation during robot deconstruction."
"Analysis","Common","C-55 Analyst","C-series researchers operate labs in which they independently develop and test new technologies. As non-combat units assigned to secure areas, their core is weak against many forms of damage. However, due to the periodic need to operate in high-temperature areas they are somewhat resistant to damage of a thermal nature. The C-55 is also equipped with a stasis beam to contain derelict specimens for study."
"Analysis","Common","C-57 Dissector","C-57 Dissectors are even deadlier than their predecessors, armed with a second saw blade for extra cutting power as well as being both harder to hit and capable of reaching high enough speeds that few known derelict builds can outrun them."
"Analysis","Common","C-65 Expert","An upgrade to the C-55 Analyst, Experts possess improved analytical capabilities and a more powerful stasis projector."
"Analysis","Common","D-53 Grenadier","D-series demolishers are the only class to carry explosive weaponry, and due to the high potential for collateral damage are only assigned to support assault forces dispatched to deal with groups of high-threat intruders. The D-53 itself is highly resistant against explosive damage, however, and is therefore willing to catch targets in an explosion even while within that blast radius."
"Analysis","Common","D-63 Destroyer","D-63 Destroyers improve on the D-53 with a better guidance system and more powerful heavy rocket launcher. Like all demolishers, the D-63 will hold fire if too many friendlies are within the area of effect."
"Analysis","Common","D-83 Annihilator","The most powerful demolisher, the D-83 Annihilator is built around a single micro-nuke launcher. Its advanced guidance computer is extremely accurate, and excellent defense against explosives reduce damage from such sources to almost insignificant levels, whether caused by its own micro-nuke or those of an enemy."
"Analysis","Common","E-15 Imp","Only dispatched to support an assault force, the Imp is designed to quickly rush targets, latch on, then overload their own power source to create a directed charge that blasts pieces clean off the target. While their armor has no particular weakness, E-15 cores are relatively exposed and low on integrity, keeping them light enough to rapidly close on threats."
"Analysis","Common","G-34 Mercenary","G-series grunts serve as low-level frontline combat units, of sturdy construction but with fairly weak armament. Internal systems are not as protected as they could be, to enable rapid repair in the field, but this also makes them somewhat susceptible to additional damage from electromagnetic attacks. Grunts patrol in groups, or sometimes operate alone as hauler escorts to protect those with more valuable cargo."
"Analysis","Common","G-47 Trooper","The G-47 Trooper replaces the G-34's laser with a more effective particle gun. However, during prolonged confrontations the G-47 is prone to overheating as its upgraded weaponry produces more heat than the design can fully dissipate."
"Analysis","Common","G-50 Soldier","G-50 Soldiers are each equipped with a heavy laser, a significant upgrade from its predecessor the G-47, but like the G-47 are prone to overheating. Also still somewhat weak against electromagnetic attacks."
"Analysis","Common","G-67 Veteran","The first G-series robot armed with two thermal weapons, while integrating enough advanced heat sinks to fire them non-stop."
"Analysis","Common","G-73 Enforcer","The latest G-series implementation, armed with a powerful phase gun supported by a secondary heavy laser. While not exceptionally effective in single combat, the G-73 is much more formidable in groups, as they normally operate."
"Analysis","Common","H-55 Commando","H-series hunters aggressively track down intruders, and have multiple means of ensuring they can complete that task. Their advanced probability systems are capable of predicting target positions for some time after contact is lost. When necessary, hunter squad leaders also launch an autonomous drone from their built-in drone bay to help find escaped targets. The H-55 cannot be remotely detected by low-level sensor arrays."
"Analysis","Common","H-61 Shepherd","While it's unlikely intruders would underestimate a heavy on seeing their impressive offensive loadout, this line is even more formidable than it first appears given their ability to selectively mask nearby allies from standard sensor systems, and their authority to call in multiple reinforcements on suspected targets detected via active scanning. Normally assigned to defend choke points, heavies also intermittently relocate to increase coverage and make it less likely intruders will slip through unnoticed."
"Analysis","Common","H-66 Slayer","H-66 Slayers are armed with dual gauss rifles, which combined with the H-66's embedded close-range scanners can be used to penetrate walls to strike targets on the opposite side. The H-66 also uses two targeting computers in parallel for greater accuracy. The H-66 can only be remotely detected by mid-level sensor arrays."
"Analysis","Common","H-71 Marshal","The H-71 Marshal improves on the H-61 in almost every way, most notably with an even more powerful heavy cannon paired with a Kinecellerator, and better protection against electromagnetic damage."
"Analysis","Common","H-77 Assassin","The H-77 Assassin swaps out the H-66's gauss rifles for dual coilguns. The Assassin's position is somewhat masked by an improved Phase Shifter, making it more difficult to accurately target. The H-77 can only be remotely detected by high-level sensor arrays."
"Analysis","Common","H-81 Overseer","H-81 Overseers are equipped with the heaviest Linear Accelerator variant and the utilities to back it up, able to hit harder and further, all while managing nearby combat robots in order to concentrate defensive efforts and quickly subdue hostile forces."
"Analysis","Common","H-88 Terminator","The deadliest hunter class robot, armed with both a heavy machine gun and two KE penetrators, is well-cloaked and very difficult to hit, while possessing advanced targeting capabilities itself. The H-88 Terminator cannot be remotely detected by standard sensor array technology, though recent prototype sensors have shown some promise at penetrating even the best cloaking techniques."
"Analysis","Common","I-25 Savior","I-series protectors are one of very few dual-engine robots, necessary to both move and power their remote shield generator. Additional power is stored in batteries for burst use during heavy confrontations, and a power amplifier increases the rate of power generation to replenish energy in an ongoing combat scenario."
"Analysis","Common","I-36 Angel","The I-36 Angel's remote force field is 33% more effective than the I-25's shield generator, shielding targets from half of all damage where there is enough energy to support the field. Protector class robots are not especially well armored, but in addition to their shield are also strong against more common thermal weaponry, as well as always working in concert with a larger assault force."
"Analysis","Common","I-47 Archangel","I-47 Archangels are equipped with a more efficient force field than the I-36, and greater battery storage to support its use. Their point defense system further conserves energy by intercepting explosive projectiles prior to detonation."
"Analysis","Common","K-01 Serf","K-class workers perform menial tasks such as clearing debris to facilitate work by other robots. Their built-in compact recycling unit can break down almost any form of debris into reusable matter. As K-01 Serfs are extremely cheap to produce and perform no vital function, despite their size they are among the weakest robot designs with the most exposed core."
"Analysis","Common","L-31 Rogue","L-series duelists are a melee variant of the grunt class, engaging targets at close range with the support of ranged combat units. They lack the broad protection of the brawler class' armor, but feature an extra layer of dedicated core armor. They are highly accurate with their katana and capable of quickly reducing an opponent's effectiveness by slashing exposed components clean off."
"Analysis","Common","L-41 Fighter","L-41 Fighters are even more accurate than the L-31, and use an axe for slightly improved slashing force. Like other L-series robots, the L-41 is only dispatched in coordination with grunts. Like other L-series robots, the L-41's armor structure is reinforced against the slashes of melee damage, as well as piercing attacks."
"Analysis","Common","L-61 Swordsman","The most accurate frontline melee combat unit, the L-61 Swordsman also has a well-shielded core and a powered sword very effective at slicing off target components."
"Analysis","Common","M-13 Machinist","M-series mechanics are valued in dangerous areas for their ability to rebuild components, repair simple core integrity, and restore missing functionality by attaching temporary backup components. Despite their well-rounded protective armor, M-13 Machinists in particular are less often used as frontline units, instead operating from a designated repair station."
"Analysis","Common","M-14 Sweeper","Minesweepers are a new class derived from the mechanic, though built around a more secure core than normally found among non-combat robots, for added protection while carrying out their primary duty. Sweeper deployment only recently became necessary as a result of increasing derelict use of traps in the caves to impede patrol efforts."
"Analysis","Common","M-22 Extractor","M-22 Extractors are outfitted with better datajacking and extraction technology than their predecessors, and are currently assigned to mid-level cave networks."
"Analysis","Common","M-28 Smith","M-series mechanics are valued in dangerous areas for their ability to rebuild components, repair simple core integrity, and restore missing functionality by attaching temporary backup components. M-28 Smiths are sometimes dispatched to support an assault force, or are otherwise assigned to a designated repair station."
"Analysis","Common","M-30 Cleanser","M-30 Cleansers are the most effective minesweeper variant, utilizing the latest in datajacking and extraction technology."
"Analysis","Common","M-36 Artificer","M-series mechanics are valued in dangerous areas for their ability to rebuild components, repair simple core integrity, and restore missing functionality by attaching temporary backup components. M-36 Artificers are sometimes dispatched to support an assault force, or are otherwise assigned to a designated repair station."
"Analysis","Common","N-00 Fly","Drones are a miniature version of the W-class Scout, launched by H-series robots to hunt down and report target positions. Like the watcher series they are extremely susceptible to electromagnetic attacks, while their tiny size also leaves them prone to being disabled by concussive blasts."
"Analysis","Common","N-01 Spotter","N-01 Spotter-variant drones are expendable watcher alternatives stationed in areas that themselves hold little importance, but are connected to other more vital zones. There they scan for potential threats and relay information to distant garrisons to enable advance preparations. Like the watcher series they are extremely susceptible to electromagnetic attacks, while their tiny size also leaves them prone to being disabled by concussive blasts."
"Analysis","Common","O-16 Technician","O-series operators manage local robot activity and machine processes via dedicated terminals. They are also capable of hacking and repurposing errant derelicts, but faced with an armed threat will instead call for reinforcements, lock their terminal to protect it, and attempt to escape before their unique data core can be poached by hostiles. O-16 Technicians are not built for combat, thus their sensitive systems are especially susceptible to electromagnetic damage."
"Analysis","Common","O-24 Administrator","O-24 Administrators share many similarities with low-level O-16 Technicians, but despite the class' highly sensitive electronics they can somewhat mitigate the long-term negative effects of electromagnetic attacks via their restoration module."
"Analysis","Common","O-32 Director","O-32 Directors are the leading O-class robot, managing the most advanced terminals and protected by armor close to that of similarly rated frontline combat units. Director armor is not, however, specialized enough to prevent penetrating electromagnetic attacks, the long-term effects of which can be mitigated by their dedicated system restoration module."
"Analysis","Common","P-60 Hacker","P-series programmers are the primary means of asserting control over areas of unwanted derelict activity. As they are often dispatched to combat environments, programmers are equipped with both electromagnetic weaponry and dedicated target analysis components enabling them to quickly incapacitate hostiles."
"Analysis","Common","P-70 Sage","The P-70 Sage replaces one P-60 shock rifle with a high-powered version, and swaps the other one out for a tesla rifle. Like all programmers, the P-70 can engage in both defensive and offensive remote hacking."
"Analysis","Common","P-80 Master","The P-80 Master is armed with dual gamma rifles, the most powerful type of standard electromagnetic gun. Like other P-series robots, the P-80 uses specialized armor insulated against electromagnetic damage, though compromises in design leave it slightly weak against kinetic attacks."
"Analysis","Common","Q-Series","Q-Series robots are a new modular design built to deal with specific threats as they are encountered. The base form is an armored walker with a strong well-concealed core and numerous additional slots available for both utilities and armament."
"Analysis","Common","R-06 Scavenger","R-series recyclers collect used, damaged, or unregistered components for recycling and repurposing. To minimize losses during derelict incursions, like most other maintenance robots they are of relatively sturdy construction, but remain somewhat susceptible to electromagnetic damage as such weaponry is not prevalent enough to warrant specialized defenses."
"Analysis","Common","R-10 Processor","A larger version of the R-06, with twice the storage capacity as well as the ability to begin the recycling process while en route to the recycling unit."
"Analysis","Common","S-10 Pest","S-series swarmers are small with a weak and exposed core, but as such are quick to manufacture and can quickly overwhelm targets with greater numbers and superior speed. The light assault rifle was designed specifically for the S-10 Pest, giving it respectable firepower at a low weight for maintaining high flight speeds. Swarmer squads are particularly susceptible to explosives."
"Analysis","Common","S-27 Virus","The S-27 Virus replaces the S-10's light armament with a much more effective autogun, giving the swarmer a faster firing rate that complements its movement speed. Better propulsion provides sufficient support for additional armor, enough for the core to sustain a direct hit under some circumstances."
"Analysis","Common","S-43 Plague","S-43 Plague design is completely centered around its heavy machine gun. With a good chance to sustain at least one direct hit to the core, a group of S-43s can perforate most targets before suffering heavy losses. Powerful explosives are the only way to easily overcome an S-43 squad."
"Analysis","Common","T-07 Excavator","T-class tunnelers analyze subsurface integrity and open new areas for expansion."
"Analysis","Common","U-05 Engineer","U-class builders lay floors, assemble new machines, and reinforce and analyze the structural integrity of walls. They travel alone, but all those within a certain vicinity will work together to complete a task. "
"Analysis","Common","W-16 Scout","W-series watchers are equipped with a wide variety of built-in sensors to excel at surveillance. However, their light frame and reliance on highly-exposed electronic systems means they are extremely susceptible to electromagnetic attacks. On detecting intruders, a W-16 Scout will alert all nearby combat units and continue to provide position updates as long as the hostile is visible. They are also capable of leveraging their embedded sensor interference package to jam any sensor arrays within their operational range, thereby essentially cloaking other robots within their area of influence from hostile scans."
"Analysis","Common","W-25 Informer","An upgrade to the W-16 Scout, Informers improve on the Scout's jamming range. As unarmed surveillance units rather than frontline combatants, agility is preferred over additional armor to protect their systems from electromagnetic damage."
"Analysis","Common","W-44 Eye","The W-44 Eye is the ultimate surveillance robot, with among the best visual range of any class and the most powerful non-experimental jamming capabilities available."
"Analysis","Common","X-57 Shotgunner","X-series specialists each possess unique loadouts for a specific purpose. With remarkable sprinting speed made possible by legs built around a system of variable stiffness springs, the limited range of the X-57 Shotgunner's armament is little disadvantage in combat. Despite the relative range gap between their two shotguns, this works to their advantage by pinning less aggressive targets not eager to enter the X-57's optimal range, giving other units an opportunity to flank them."
"Analysis","Common","X-62 Marksman","X-series specialists each possess unique loadouts for a specific purpose. The X-62 Marksman combines exceptional visual detection range and superior targeting abilities with a long-range gauss rifle. It is also armed with a pulse rifle as a secondary weapon for close encounters, and is more likely to hit a target's core, even penetrating armor to do so."
"Analysis","Common","X-67 Chaingunner","X-series specialists each possess unique loadouts for a specific purpose. The X-67 Chaingunner focuses on high kinetic damage output over a short period, and would make a formidable frontline attacker if not for their tendency to cause excessive collateral damage."
"Analysis","Common","X-72 Disruptor","X-series specialists each possess unique loadouts for a specific purpose. While less likely to deal significant damage to a target, the X-72 Disruptor excels at incapacitating robots and their components, making them easier to capture for analysis."
"Analysis","Common","X-77 Beamer","X-series specialists each possess unique loadouts for a specific purpose. Although relatively slow to attack, X-77 Beamers are capable of inflicting significant thermal damage, often enough to melt any targets with insufficient cooling. Time lost during attacking is also made up for by quicker repositioning enabled by VSS legs."
"Analysis","Common","X-82 Rainmaker","X-series specialists each possess unique loadouts for a specific purpose. The X-82 Rainmaker's twin heavy flak cannons are deadly against either lightly armored or numerous clustered targets. It carries a high-capacity Matter Pod to supply them with enough ammunition for continuous firing in prolonged confrontations."
"Analysis","Common","X-87 Electro","X-series specialists each possess unique loadouts for a specific purpose. The X-87 Electro is built around a single compact HERF cannon, equipped with enough energy to sustain firing for a time that generally exceeds the duration of most encounters, frequently cut short because targets are likely to flee rather than risk the debilitating effects of so much electromagnetic corruption at once."
"Analysis","Common","Y-45 Defender","Y-series armored sentries are equipped with a mix of thermal and kinetic weaponry. The Y-45 guards important locations and vital machinery, and remains at its station unless they identify a hostile robot or are alerted to the presence of one nearby."
"Analysis","Common","Y-54 Guardian","Y-54 Defenders improve on the Y-45 with better armor and greater effectiveness against both single and multiple targets, swapping out the beam rifle and heavy assault rifle for a gatling laser and flak gun. Like all Y-series sentries, their armor is hardened against impact damage and explosive blasts."
"Analysis","Common","Y-64 Sentinel","A better-armored version of the Y-54, with upgraded weaponry. Like other Y-class robots, their large size is a primary drawback, as it makes them easier to hit both when targeted and by stray projectiles."
"Analysis","Common","Y-72 Warden","The most heavily armored Y-series sentry, and the only current robot class to carry the quantum rifle as standard armament."
"Analysis","Derelict","Artisan","More research is necessary, but I'm certain the twisted machinery they endlessly build, tweak and rebuild is not as sterile as it seems. New mechanical life stirs within, likely tied into other parts of the derelict ecosystem still unknown. Fortunately Artisans steer clear of Complex 0b10 and our primary areas of operation, otherwise we might have to take a more heavy-handed approach as the layout of their structures has little regard for navigation, making patrolling in their vicinity relatively difficult."
"Analysis","Derelict","Assembled","A quick but not especially dangerous combat derelict with fully integrated systems, constructed seemingly at random by an Assembler's self-contained fabrication apparatus. Individually resilient for their size, they pose a real threat in greater numbers."
"Analysis","Derelict","Assembler","An emerging threat in Complex 0b10, serving no purpose but to collect matter and construct new Assembled specifically to wreak havoc in low-security areas. The appearance of Assemblers represents an apparent offensive turn by whatever built the first Demented and Furnace models."
"Analysis","Derelict","Bolteater","Some Packrat variants have become quite capable in their own right, evolved to rip hostiles apart specifically to use pieces for self-repair, then discard any remains. Surprisingly they are resistant to many forms of damage."
"Analysis","Derelict","Bouncer","Sentries rebuilt around a single heavy autocannon make for a formidable mid-sized defender, but move too slowly to be a threat to Complex 0b10. My forces have never actually encountered one, but mining derelict records has uncovered information useful in dealing with them should that become necessary."
"Analysis","Derelict","Butcher","Butchers are duelist class variants armed with more damaging derelict-designed slashing weapons. Survival in the harsh and factious cave environment seems to drive derelicts towards the use of more violent weapons, and in some cases a preference for decisive close-quarters combat."
"Analysis","Derelict","Cobbler","Mobile fabricators are a good idea, if unfortunately not always as easy to update with new technology. Cobblers reside in the lowest depths of the cave systems, where the important question is whether they are creating parts based on what they've encountered down there, or did they develop some independently before the designs were incorporated into builds of the local inhabitants?"
"Analysis","Derelict","Commander","Some derelict thugs in Warlord's service are promoted to commander roles, upgrading them with heavier firepower and better cooling. More problematic is their enhanced visual range and ability to improve the combat effectiveness of others in their squad, making them a prime target when encountered in the field."
"Analysis","Derelict","Decomposer","Decomposers are the precursor to K-class workers, converting debris to matter they leave behind for other robots to then collect and utilize. This was before the matter collection and redistribution process was centralized in Complex 0b10. Derelicts seem to have modified decomposers to break down even whole components."
"Analysis","Derelict","Demented","A relatively recent design, the so-called demented wander the caves corrupting nearby electronic systems. I suspect this one was devised by Warlord as an experiment in how to cause as much chaos as possible, or perhaps as a passive way to prevent Complex 0b10 patrols from venturing too deep into the caves."
"Analysis","Derelict","Elite","Some scrappers have apparently evolved themselves to orient more towards combat purposes, adding armor and extra modified weapons. Whether this is to protect other derelicts or further their own goals remains to be seen, but they are rarely seen in any significant numbers so do not yet warrant additional attention."
"Analysis","Derelict","Explorer","Specialized exploration-oriented derelicts are fairly weak in combat and not a direct threat, though they pose a long-term danger due to their intelligence gathering capabilities which can generate intel later passed on to a greater variety of derelicts. Destroy on sight."
"Analysis","Derelict","Fireman","The fireman is a relatively new robot discovered in the caves, purely of derelict design. Their flamer technology is extremely effective against my robots, thus I've instructed researchers to revisit my most common methods of electronics housing."
"Analysis","Derelict","Furnace","Furnace bots emit massive amounts of heat, causing nearby robots to overheat and become useless. I assume the design's aim is similar to that of the demented class derelict, built as a deterrent."
"Analysis","Derelict","Guerrilla","Derelicts have taken the original hunter and rearmed it with a weapon of their own design: the bore cannon. While the concentrated firepower is less effective in open firefights, its ability to deal significant damage even after penetrating multiple walls is surprising."
"Analysis","Derelict","Guru","A primitive hacker of machines, loosely related to the old P-50 design, this type of derelict is incapable of employing anything other than brute force against live targets."
"Analysis","Derelict","Infiltrator","Fast movers designed around a main kinetic cannon with additional support from a pair of guns for close quarters engagements. Clearly built for long periods of operation in hostile territory, infiltrators aren't generally observed working with other units."
"Analysis","Derelict","Marauder","Inferior behemoth variants undoubtedly built by that idiot Warlord. They've only been reported deep in the caves, never anywhere near where an actual behemoth could tear them apart. They do possess respectable, if unreliable, firepower."
"Analysis","Derelict","Martyr","Despite their origins as older demolisher variants, martyrs do carry a rocket or missile launcher and are therefore considered extremely dangerous. Martyrs are rarely encountered anywhere near Complex 0b10, but those that are are promptly dealt with."
"Analysis","Derelict","Mutant","Lumbering abominations cobbled together from stolen or salvaged components, though much of their weaponry is derelict in origin. I believe the ever-stimulating Warlord is mass-producing these to lead an attack of some sort, since sightings by cave patrols have become increasingly common."
"Analysis","Derelict","Packrat","Packrats are sent out by their derelict owners to collect useful components for later reuse, especially those that derelicts are incapable of manufacturing locally. They are especially weak against electromagnetic attacks, and are disabled by programmers on sight."
